name,taxId,email,accountTypes,phone,address,businessName,representative,documentType,alternatePhone,country,accountCode,notes
LUIS ADUANERO NEYRA,MCX-344,mcx-344@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-344,
CAIYANXIE,MCX-345,mcx-345@mcxpending.com,INDIVIDUAL;CONSIGNEE,,VILLA CONSUELO,,,,,,MCX-345,
SADOTEL,MCX-346,OSOLIS@SADOTEL.COM,INDIVIDUAL;CONSIGNEE,+1(829)715-0279," F2W6+GCF, SANTO DOMINGO, DOMINICAN REPUBLIC",,,,,,MCX-346,
"SHANGHAI WARNER TELECOM CO.,LTD",MCX-347,mcx-347@mcxpending.com,SHIPPER,+86 19121505247,"ADD: BUILDING38, ORIENTAL WISDOM VALLEY INDUSTRIAL
PARK,NO2999 BAO'AN RD, SHANGHAI, CHINA.",,,,,,MCX-347,
INTERNATIONAL DONGCHEN SRL,132310608,mcx-348@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"AUT. Duarte km 12 , Santo Domingo",,,,,,MCX-348,
Kennedy Structures Gorporation,MCX-349,mcx-349@mcxpending.com,SHIPPER,507 439-3186,"Kennedy Structures Gorporation
Cl. 15 & Ave. Sta. lsabel, Edif. Kennedy Cenler
Zona libre de Colon, P.O. Box 0302-00737 Z.L
Colon, Rep. de Panama",,,,,,MCX-349,
KR COMPANY,MCX-350,mcx-350@mcxpending.com,SHIPPER,,"KR COMPANY 
Zona Libre de Colon
Zona Libre de Colon, Rep de Panama",,,,,,MCX-350,
NEGOCIOS UNIVERSALES,MCX-351,mcx-351@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-351,
ANGELICA YINET,MCX-352,mcx-352@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-352,
"YANNIS CLAVEL SORIANO BAUTISTA  00113707145,",MCX-353,mcx-353@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"CALLE FRANCISCO DEL ROSARIO SANCHEZ 6A , LA CALETA , REPUBLICA DOMINICANA",,,,,,MCX-353,
MAROLA ANDREINA CASTILLO,MCX-354,mcx-354@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-354,
CHINA LOGISTICS DR,MCX-355,INFO@CHINALOGISTICSDR.COM,SHIPPER,,Cant?n,,,,,,MCX-355,
DETALLES LI DECORACIONES Y ALGO MAS SRL,132210662,mcx-356@mcxpending.com,INDIVIDUAL;CONSIGNEE,+1 (809) 973-8885,"11 Calle Primera, Santo Domingo",,,RNC,,DO,MCX-356,
YANIBELIS CONTRERAS,MCX-357,mcx-357@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-357,
ORIENT OVERSEAS CONTAINER LINE,MCX-358,mcx-358@mcxpending.com,CARRIER;COMPANY,,,,,,,,MCX-358,
ROMPOL SERVICES SRL,133199874,Rompolservices@gmail.com,CONSIGNEE,8096029006,"Calle martin Lopez, Santo Domingo",,,RNC,,DO,MCX-359,
IMPORTADORA REGALADO,130197997,mcx-361@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"CALLE JOSE MARTI 132, ENTRE LA 27 DE FEBRERO Y ANA VALVERDE VILLA MARIA STO DGO, REP. DOM.",,,,,,MCX-361,
RODRIGUEZ Y ASOCIADOS,MCX-362,mcx-362@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-362,
IMPORTLAND SRL,130708029,mcx-363@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"CALLE HERMANAS MIRABAL NO. 13, SANTO DOMINGO, REPUBLICA DOMINICANA",,,,,,MCX-363,
"Goettsch International, Inc.",MCX-364,greta@goettsch.com,INDIVIDUAL;CONSIGNEE,1513-588-3189,"4824 Socialville-Foster Road, Mason",,,,,,MCX-364,
CAL GUATEMALA // GTS GUATEMALA,120252031,mcx-367@mcxpending.com,CONSIGNEE,,"GTS GUATEMALA
AVENIDA LAS AMERICAS 9-55, ZONA 14
LOCAL 10 PLAZA ORO
CIUDAD GUATEMALA, GUATEMALA",,,,,,MCX-367,
INV AGAJE,MCX-369,mcx-369@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-369,
PLAZA CALVO,MCX-370,mcx-370@mcxpending.com,INDIVIDUAL;CONSIGNEE,8098868125,,,,,,,MCX-370,
YANIRIS CLAVEL SORIANO BATISTA,MCX-373,mcx-373@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-373,
YIWU LIANXA TRADING FIRM,MCX-374,mcx-374@mcxpending.com,INDIVIDUAL;CONSIGNEE,13302228381,,,,,,,MCX-374,
LIA,MCX-376,mcx-376@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-376,
"Heredia 3220, B1872 Sarand?, Provincia de Buenos Aires, Argentina",MCX-377,mcx-377@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-377,
HARRIS AMERICAN,MCX-378,mcx-378@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"800 E CENTER ST. BELLEVUE, OHIO 44811",,,,,,MCX-378,
BHS Robotics Inc.,MCX-379,mcx-379@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"865 Muirfield Drive Hanover Park, IL 60133, USA.",,,,,,MCX-379,
123 N CLINTON ST >BALTIMORE MD.?21224,MCX-380,mcx-380@mcxpending.com,INDIVIDUAL;CONSIGNEE,,Direccion : 123 N CLINTON ST >BALTIMORE MD.#21224,,,,,,MCX-380,
"Jiangsu Yuanrui Digital Technology Co.,Ltd",MCX-381,mcx-381@mcxpending.com,INDIVIDUAL;CONSIGNEE,18994608710,"No. 77, Taisheng Road, Hailing District, Taizhou City, Jiangsu Province, China, china",,,,,,MCX-381,
"Camaiore, 27/28, 55064 Monsagrati LU, Italia",MCX-383,mcx-383@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"Camaiore, 27/28, 55064 Monsagrati LU, Italia",,,,,,MCX-383,
MENTE URBANA SRL,130326975,mcx-384@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"EDICION DE PERIÛDICOS, REVISTAS Y PUBLICACIONES PERIODICAS, ADM LOCAL ABRAHAM LINCOLN",,,,,,MCX-384,
MAMALIA SRL,133143951,mcx-385@mcxpending.com,INDIVIDUAL;CONSIGNEE,829-882-2773,"27 de Febrero, casi Esq. Duarte, No. 137",,,,,,MCX-385,
JOSE GABRIEL FRANCISCO,MCX-386,mcx-386@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-386,
BHS CORRUGATED,MCX-387,mcx-387@mcxpending.com,INDIVIDUAL;CONSIGNEE,,TENNESSE 37932,,,,,,MCX-387,
PRINSUR S.R.L.,30711345287,mcx-388@mcxpending.com,SHIPPER,,"RUTA 6, KM 96.7 - CA?UELAS PCIA BS AS ARGENTINA",,,,,,MCX-388,
APLIQUES RD SRL,132778812,mcx-389@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"Av. Romulo Betancourt 316, Plaza Nicole,local #203., Santo Domingo",,,RNC,,DO,MCX-389,
"RECINTO CCFS, AVENIDA RANDOLPH, MANZANA 1, LOTES 16A y 16B, COCO SOLO, COL?N, REP?BLICA DE PANAM?.",MCX-390,mcx-390@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-390,
STERLING PACKAGING,MCX-391,mcx-391@mcxpending.com,CONSIGNEE,,"19 Bell Road, Kingston",,,,,,MCX-391,
Smurfit Westrock Puerto Rico,MCX-392,mcx-392@mcxpending.com,INDIVIDUAL;CONSIGNEE,787.792.7800,,,,,,,MCX-392,
WERK INDUSTRIAL S.A,1.56E+13,mcx-393@mcxpending.com,SHIPPER,507 6380-3916,"RECINTO CCFS, AVENIDA RANDOLPH, MANZANA 1, LOTES 16A & 16B, COCO SOLO, COLON, REPUBLICA DE PANAMA.",,,,,,MCX-393,
CAPITAL PACIFICO,MCX-394,mcx-394@mcxpending.com,COMPANY,,,,,,,,MCX-394,
ANTILLEAN MARINE,MCX-395,mcx-395@mcxpending.com,CARRIER;COMPANY,,,,,,,,MCX-395,
SOLER & TAVERAS CONSTRUCTORA SRL,133206872,solertaverasconstructora@gmail.com,INDIVIDUAL;CONSIGNEE,1 (829) 603-0718,,,,RNC,,DO,MCX-396,
"Quantum Corrugated at Via Lecco 72, 20871 Vimercate (MB), and ThinkQuantum srl at Via Della Tecnica 85, 36030 Sarcedo Vicenza, Italy",MCX-397,mcx-397@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-397,
"GUANGDONG GETO NEW MATERIALS TECH CO., LTD",MCX-398,mcx-398@mcxpending.com,INDIVIDUAL;CONSIGNEE,0086-794-3637899,,,,,,,MCX-398,
ESTILO URBANO,MCX-399,mcx-399@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-399,
DAYHANA GUZMAN,MCX-400,mcx-400@mcxpending.com,CONSIGNEE,,,,,,,,MCX-400,
LUCERITO,MCX-401,mcx-401@mcxpending.com,CONSIGNEE,,,,,,,,MCX-401,
Tank Holding Corp/Snyder Industries,MCX-402,mcx-402@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"736  Birginal Drive Bensenville,  IL 60106",,,,,,MCX-402,
"JIANGSU LECAI PRINTING MATERIAL CO.,LTD.",MCX-403,mcx-403@mcxpending.com,SHIPPER,,"WEST INDUSTRIAL ZONE,TAIHU ROAD,
HUZHUANG TOWN,GAOGANG CHINA",,,,,,MCX-403,
Embarko Logistic,MCX-404,mcx-404@mcxpending.com,COMPANY;CONSIGNEE,5.94E+11,"V?a a Daule Km 14 1/2, Guayaquil",,,,,,MCX-404,
LCN DANIEL LOPEZ IRIBARNE,MCX-405,mcx-405@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-405,
PATRICIA SANTOS,MCX-406,mcx-406@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-406,
"HONG KONG GUANGCHI TRADING CO., LTD",MCX-407,mcx-407@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-407,
CARLOS HERNANDEZ,MCX-408,c.hernandez@msard.com.do,INDIVIDUAL;CONSIGNEE,+1 (829) 383-7704,,,,,,,MCX-408,
RICHIE BROS,MCX-409,mcx-409@mcxpending.com,SHIPPER,(800) 211-3983,"4000 Pine Lake Rd
 Lincoln, NE 68516, USA
",,,,,,MCX-409, Fax: (833) 675-0619  www.ironplanet.com
FEDDEX,MCX-410,mcx-410@mcxpending.com,CARRIER;COMPANY,,,,,,,,MCX-410,
FEDEX,MCX-411,mcx-411@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-411,
FEDEX,MCX-412,mcx-412@mcxpending.com,CARRIER;COMPANY,,,,,,,,MCX-412,
Logistics Cargo Solution,MCX-413,mcx-413@mcxpending.com,INDIVIDUAL;CONSIGNEE,305.728.9072,"1926 NW 135th Ave Miami FL, 33182",,,,,,MCX-413,
R&P PROVISOLUCIONES,131313592,rypprovisoluciones@gmail.com,INDIVIDUAL;CONSIGNEE,8095394591,"Calle Miguel ?ngel Buonarroti, Santo Domingo",,,,,,MCX-414,
RONALD ROSIL,MCX-417,mcx-417@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-417,
YOBANNY BALISAN YIAN,MCX-418,mcx-418@mcxpending.com,CONSIGNEE,,,,,,,,MCX-418,
ANTONIO FELICIANO CASTILLO FRIAS,MCX-420,Castillo110611@gmail.com,CONSIGNEE;INDIVIDUAL,8099031858,"5 Carretera Bayaguana - Monte Plata, Monte Plata",,,,,,MCX-420,
CASA ANNY SRL,133327742,mcx-421@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"AVENIDA DUARTE #70, SANTO DOMINGO REPUBLICA DOMINICANA.",,,,,,MCX-421,
DIMALBA IMPORT SRL,130140421,bastardofausto@dimalba.com,INDIVIDUAL;CONSIGNEE,1 (809) 399-0778,"Ave. Mexico edif. 33.?San?Carlos, SANTO  DOMINGO",,,,,,MCX-422,
"XIAMEN YOULAN TRADING CO.,LTD  UNIT ONE NO20.HEXIANGXI ROAD SIMING  DISTRICT XIAMEN CHINA",MCX-423,mcx-423@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-423,
PLAZA LAMA,101171111,importaciones@plazalama.com,INDIVIDUAL;CONSIGNEE,8092745262,"Av. 27 de Febrero No, 302.",,,RNC,,DO,MCX-424,
"APOLO ZONA LIBRE, S.A",3.21342E+12,info@apolo.com,SHIPPER,(507)474-7200,"Apolo Zona Libre, S.A. Clave: 2753",,,,,,MCX-425,
"FRAM JUAN  FRAM JUAN  ROOM 205, NO. 1,  280 ZHENYE ROAD, , SONGJIANG DISTRICT  SHANGHAI  201619",MCX-426,mcx-426@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-426,
LIRIO DE PLATA IMPORT SRL,MCX-427,liriodeplata1124@gmail.com,INDIVIDUAL;CONSIGNEE,8093775474,"27 de febrero casi esquina juna salti topa., SANTO DOMINGO",,,RNC,,DO,MCX-427,
"MERCHANT DOMINICANA SRL  AV. INDEPENDENCIA, ESQ WINS, ESTACION CENTRO DE LOS  HEROES, SANTO DOMINGO RD  Distrito Nacional, Santo Domingo  DOMINICAN REPUBLIC",MCX-428,mcx-428@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-428,
MARIA JOSEFA FLORIAN,MCX-429,josefinaflorian@gmail.com,INDIVIDUAL;CONSIGNEE,829-341-5053,"10 Calle Padre Billini, Barahona",,,RNC,,DO,MCX-429,
GRANITO DE ARENA IMPORT SRL,131896707,mcx-430@mcxpending.com,INDIVIDUAL;CONSIGNEE,,LOCAL 49,,,,,,MCX-430,
RENY NICOLE VAZQUEZ ROSARIO,40208985784,mcx-431@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-431,
ALMAC?N TIRU?A,MCX-433,mcx-433@mcxpending.com,INDIVIDUAL;CONSIGNEE,Tel.: +34 948 355 108,"Pol. Ind. Ampl. Comarca 1, C/L n? 2
31160 Orcoyen - Navarra, Espa?a",,,,,,MCX-433,
DAISY DE LEON,MCX-436,mcx-436@mcxpending.com,INDIVIDUAL;CONSIGNEE,+1 (809) 696-1882,"Villa consuelo,manuela diaz calle  jose martin Duarte., SANTO DOMIGO",,,,,,MCX-436,
DAISY DE LEON,MCX-437,mcx-437@mcxpending.com,CONSIGNEE,+1 (809) 696-1882,"CEDULA 00109241604
Villa consuelo, esq.Manuela Diaz, calle Jose Martin,Duarte., Santo Domingo",,,,,,MCX-437,
EASY DOMINICANA AUTO ADORNOS EIRL,MCX-438,mcx-438@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"CALLE EL VERGEL #46, ESQ ORTEGA Y GASSET, ENS EL VERGEL",,,,,,MCX-438,
KAREN PE?A,MCX-439,mcx-439@mcxpending.com,INDIVIDUAL;CONSIGNEE,1 (809) 453-5183,"Santiago de los caballeros
Santo Domingo
REPUBLICA DOMINICANA",,,,,,MCX-439,
IND DEL YAQUE,MCX-440,mcx-440@mcxpending.com,INDIVIDUAL;CONSIGNEE,+1 (829) 904-6602,"SANTIAGO - REPUBLICA DOMINICANA
CIRCUNVALACION #419",,,,,,MCX-440,
ROGAQUMASA SRL (CENTROMODA),101115327,mcx-441@mcxpending.com,INDIVIDUAL;CONSIGNEE,tel. 8096898393,Av Duarte 69 Santo Domingo,,,,,,MCX-441,
GMAX MOBILE PLAZA SRL,132603567,gmaxmobilerd@gmail.com,INDIVIDUAL;CONSIGNEE,,"AV. 27 DE FEBRERO ESQ. WINSTON CHURCHILL, PLAZA CENTRAL, LOCAL?B,?NO.?208-?A4",,,,,,MCX-442,
KENIA REYES,MCX-449,mcx-449@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-449,
CHENG XIANG 32/251212,MCX-450,mcx-450@mcxpending.com,CARRIER;COMPANY,,,,,,,,MCX-450,
Gildan Honduras Properties S. de R.L,MCX-451,mcx-451@mcxpending.com,CONSIGNEE,,CHOLOMA,,,,,,MCX-451,
"Anhui Strong State New Materials Co., Ltd.",MCX-452,lynne@shqiangbang.com,SHIPPER,8.62E+12,"37 Peng Ju Lu, Xuan Cheng Shi",,,,,,MCX-452,
"ALHU INTERNATIONAL, INC. 7362 REMCON CIRCLE EL PASO",MCX-453,mcx-453@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-453,
AMAURY MEDINA,MCX-456,mcx-456@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-456,
EL PUENTE COMERCIAL,MCX-461,mcx-461@mcxpending.com,INDIVIDUAL;CONSIGNEE,1 (829) 343-5722,"111 Avenida Santiago Tamboril, Santiago de los Caballeros",,,RNC,,DO,MCX-461,
ATLANTIC LOGISTICS COMPANY,5.07E+12,mcx-462@mcxpending.com,INDIVIDUAL;CONSIGNEE,,"S DE RL BO EL CENTRO 3 CLL 5 Y 6 AVE EDIFICIO HELEODORA NIVEL 1 LOCAL 5 PUERTO CORTES, HONDURASS DE RL BO EL CENTRO 3 CLL 5 Y 6 AVE EDIFICIO HELEODORA NIVEL 1 LOCAL 5 PUERTO CORTES, HONDURAS",,,,,,MCX-462,
DONALDO  ANTONIO MEJIA TORRES,MCX-463,doamejia@gildan.com,INDIVIDUAL;CONSIGNEE,50497088503,GILDA HONDURAS,,,,,,MCX-463,
ENGELS ROPA CASUAL SRL,131415921,engelsropacasual@hormail.com,INDIVIDUAL;CONSIGNEE,809-563-3189,"Avenida Jos? Ortega y Gasset, Santo Domingo",,,,,,MCX-464,
POWER FIX,MCX-465,mcx-465@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-465,
SPOTMOD,MCX-466,mcx-466@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-466,
CASA DE LA MOTOCIERA,MCX-467,mcx-467@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-467,
CASA DE LA MOTOCIERRA,MCX-468,mcx-468@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-468,
LOUIS MENDRICK  PASAPORTE,59321067,mcx-469@mcxpending.com,INDIVIDUAL;CONSIGNEE,8094882002,"Avenida Rep?blica de Colombia, Santo Domingo",,,RNC,,DO,MCX-469,
"CHANGZHOU AUTOKINRAY CO.,LTD",MCX-470,mcx-470@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-470,
PORADEL DISTRIBUIDORA SRL,130306192,mcx-471@mcxpending.com,CONSIGNEE,+1 809-806-2099,CALLE VDA. MARIA DE LA CRUZ NO. 340 SANTO DOMINGO Rep?blica Dominicana +1 809-806-2099,,,,,,MCX-471,
KQM OPTICOS,MCX-472,mcx-472@mcxpending.com,SHIPPER,,"ZONA LIBRE COLON PANAMA
Panam?",,,,,,MCX-472,
M ABBOTT GESTIONES SRL,131562035,mcx-473@mcxpending.com,INDIVIDUAL;CONSIGNEE,+1 809-806-2099,"CALLE PROF. FEDERICO IZQUIERDO
SANTIAGO
Rep?blica Dominicana",,,,,,MCX-473,
GOLDEN BABY,MCX-474,mcx-474@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-474,
ROLLOS DE HILO LAYNO,MCX-476,mcx-476@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-476,
712 N. Iowa St,MCX-478,mcx-478@mcxpending.com,INDIVIDUAL;CONSIGNEE,,,,,,,,MCX-478,
